scope,model,context,device,hbm_scale,batch,weight_bytes,kv_bytes,flops,memory_ps,compute_ps,tpot_ps,rational_floor_ps,serial_ceiling_ps,bound,weight_floor_ps,tpot_ms,tp,ep,request_tokens_per_second,throughput_tokens_per_second_per_gpu,throughput_decimal,hbm_bytes_per_second,peak_flops,cache_to_weight_ratio,weight_cache_equal_batch,crossover_batch,relative_to_crossover,evidence_class,capacity_status,deployment_step_ps,deployment_guards_ok
sweep,dense7b-tp1,1,a100,0.5,1,15009316864,131072,15009316864,14722361879,48106784,14722361879,14722361879,14770468665,memory,14722233314,14.722361879,1,1,1000000000000/14722361879,1000000000000/14722361879,67.92388396772135,1019500000000,312000000000000,1/114512,114512,4465968000/14554123,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,0.5,2,15009316864,262144,30018633728,14722490444,96213569,14722490444,14722490444,14818704014,memory,14722233314,14.722490444,1,1,250000000000/3680622611,500000000000/3680622611,135.84658163694579,1019500000000,312000000000000,1/57256,114512,4465968000/14554123,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,0.5,4,15009316864,524288,60037267456,14722747574,192427139,14722747574,14722747574,14915174714,memory,14722233314,14.722747574,1,1,500000000000/7361373787,2000000000000/7361373787,271.6884182042147,1019500000000,312000000000000,1/28628,114512,4465968000/14554123,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,0.5,8,15009316864,1048576,120074534912,14723261834,384854278,14723261834,14723261834,15108116113,memory,14722233314,14.723261834,1,1,500000000000/7361630917,4000000000000/7361630917,543.3578571241485,1019500000000,312000000000000,1/14314,114512,4465968000/14554123,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,0.5,16,15009316864,2097152,240149069824,14724290354,769708557,14724290354,14724290354,15493998912,memory,14722233314,14.724290354,1,1,500000000000/7362145177,8000000000000/7362145177,1086.6398050656098,1019500000000,312000000000000,1/7157,114512,4465968000/14554123,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,0.5,32,15009316864,4194304,480298139648,14726347393,1539417114,14726347393,14726347393,16265764509,memory,14722233314,14.726347393,1,1,1000000000000/14726347393,32000000000000/14726347393,2172.9760371679695,1019500000000,312000000000000,2/7157,114512,4465968000/14554123,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,0.5,64,15009316864,8388608,960596279296,14730461473,3078834228,14730461473,14730461473,17809295702,memory,14722233314,14.730461473,1,1,1000000000000/14730461473,64000000000000/14730461473,4344.738290603314,1019500000000,312000000000000,4/7157,114512,4465968000/14554123,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,0.5,128,15009316864,16777216,1921192558592,14738689632,6157668457,14738689632,14738689632,20896358090,memory,14722233314,14.738689632,1,1,31250000000/460584051,4000000000000/460584051,8684.625512575554,1019500000000,312000000000000,8/7157,114512,4465968000/14554123,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,0.5,256,15009316864,33554432,3842385117184,14755145949,12315336914,14755145949,14755145949,27070482865,memory,14722233314,14.755145949,1,1,1000000000000/14755145949,256000000000000/14755145949,17349.879213993805,1019500000000,312000000000000,16/7157,114512,4465968000/14554123,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,a100,0.5,306,15009316864,40108032,4592850960384,14761574199,14720676155,14761574199,14761574199,29482250355,memory,14722233314,14.761574199,1,1,1000000000000/14761574199,34000000000000/1640174911,20729.496453076765,1019500000000,312000000000000,9/3368,114512,4465968000/14554123,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,a100,0.5,307,15009316864,40239104,4607860277248,14761702764,14768782939,14768782939,14768782939,29530485704,compute,14722233314,14.768782939,1,1,1000000000000/14768782939,307000000000000/14768782939,20787.088636078708,1019500000000,312000000000000,307/114512,114512,4465968000/14554123,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,1,1,15009316864,131072,15009316864,7361180939,48106784,7361180939,7361180939,7409287725,memory,7361116657,7.361180939,1,1,1000000000000/7361180939,1000000000000/7361180939,135.84776794467,2039000000000,312000000000000,1/114512,114512,2232984000/14573623,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,1,2,15009316864,262144,30018633728,7361245222,96213569,7361245222,7361245222,7457458792,memory,7361116657,7.361245222,1,1,500000000000/3680622611,1000000000000/3680622611,271.69316327389157,2039000000000,312000000000000,1/57256,114512,2232984000/14573623,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,1,4,15009316864,524288,60037267456,7361373787,192427139,7361373787,7361373787,7553800927,memory,7361116657,7.361373787,1,1,1000000000000/7361373787,4000000000000/7361373787,543.3768364084294,2039000000000,312000000000000,1/28628,114512,2232984000/14573623,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,1,8,15009316864,1048576,120074534912,7361630917,384854278,7361630917,7361630917,7746485196,memory,7361116657,7.361630917,1,1,1000000000000/7361630917,8000000000000/7361630917,1086.715714248297,2039000000000,312000000000000,1/14314,114512,2232984000/14573623,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,1,16,15009316864,2097152,240149069824,7362145177,769708557,7362145177,7362145177,8131853735,memory,7361116657,7.362145177,1,1,1000000000000/7362145177,16000000000000/7362145177,2173.2796101312197,2039000000000,312000000000000,1/7157,114512,2232984000/14573623,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,1,32,15009316864,4194304,480298139648,7363173696,1539417114,7363173696,7363173696,8902590812,memory,7361116657,7.363173696,1,1,15625000000/115049589,500000000000/115049589,4345.952074631054,2039000000000,312000000000000,2/7157,114512,2232984000/14573623,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,1,64,15009316864,8388608,960596279296,7365230736,3078834228,7365230736,7365230736,10444064966,memory,7361116657,7.365230736,1,1,62500000000/460326921,4000000000000/460326921,8689.476581796527,2039000000000,312000000000000,4/7157,114512,2232984000/14573623,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,1,128,15009316864,16777216,1921192558592,7369344816,6157668457,7369344816,7369344816,13527013274,memory,7361116657,7.369344816,1,1,62500000000/460584051,8000000000000/460584051,17369.25102515111,2039000000000,312000000000000,8/7157,114512,2232984000/14573623,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,a100,1,153,15009316864,20054016,2296425480192,7370951878,7360338077,7370951878,7370951878,14731289956,memory,7361116657,7.370951878,1,1,500000000000/3685475939,76500000000000/3685475939,20757.156271316522,2039000000000,312000000000000,9/6736,114512,2232984000/14573623,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,a100,1,154,15009316864,20185088,2311434797056,7371016160,7408444862,7408444862,7408444862,14779461024,compute,7361116657,7.408444862,1,1,500000000000/3704222431,11000000000000/529174633,20787.088635822798,2039000000000,312000000000000,77/57256,114512,2232984000/14573623,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,1,256,15009316864,33554432,3842385117184,7377572974,12315336914,12315336914,12315336914,19692909890,compute,7361116657,12.315336914,1,1,500000000000/6157668457,128000000000000/6157668457,20787.088634902124,2039000000000,312000000000000,16/7157,114512,2232984000/14573623,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,2,1,15009316864,131072,15009316864,3680590469,48106784,3680590469,3680590469,3728697255,memory,3680558328,3.680590469,1,1,1000000000000/3680590469,1000000000000/3680590469,271.69553592624925,4078000000000,312000000000000,1/114512,114512,1116492000/14583373,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,2,2,15009316864,262144,30018633728,3680622611,96213569,3680622611,3680622611,3776836181,memory,3680558328,3.680622611,1,1,1000000000000/3680622611,2000000000000/3680622611,543.3863265477831,4078000000000,312000000000000,1/57256,114512,1116492000/14583373,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,2,4,15009316864,524288,60037267456,3680686893,192427139,3680686893,3680686893,3873114033,memory,3680558328,3.680686893,1,1,1000000000000/3680686893,4000000000000/3680686893,1086.7536729644883,4078000000000,312000000000000,1/28628,114512,1116492000/14583373,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,2,8,15009316864,1048576,120074534912,3680815458,384854278,3680815458,3680815458,4065669738,memory,3680558328,3.680815458,1,1,500000000000/1840407729,4000000000000/1840407729,2173.4314287918314,4078000000000,312000000000000,1/14314,114512,1116492000/14583373,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,2,16,15009316864,2097152,240149069824,3681072588,769708557,3681072588,3681072588,4450781146,memory,3680558328,3.681072588,1,1,250000000000/920268147,4000000000000/920268147,4346.559220852832,4078000000000,312000000000000,1/7157,114512,1116492000/14583373,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,2,32,15009316864,4194304,480298139648,3681586848,1539417114,3681586848,3681586848,5221003963,memory,3680558328,3.681586848,1,1,31250000000/115049589,1000000000000/115049589,8691.904149262107,4078000000000,312000000000000,2/7157,114512,1116492000/14583373,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,2,64,15009316864,8388608,960596279296,3682615368,3078834228,3682615368,3682615368,6761449597,memory,3680558328,3.682615368,1,1,125000000000/460326921,8000000000000/460326921,17378.953163593054,4078000000000,312000000000000,4/7157,114512,1116492000/14583373,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,a100,2,76,15009316864,9961472,1140708081664,3683001063,3656115646,3683001063,3683001063,7339116710,memory,3680558328,3.683001063,1,1,1000000000000/3683001063,76000000000000/3683001063,20635.345659687093,4078000000000,312000000000000,19/28628,114512,1116492000/14583373,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,a100,2,77,15009316864,10092544,1155717398528,3683033204,3704222431,3704222431,3704222431,7387255636,compute,3680558328,3.704222431,1,1,1000000000000/3704222431,11000000000000/529174633,20787.088635822798,4078000000000,312000000000000,77/114512,114512,1116492000/14583373,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,2,128,15009316864,16777216,1921192558592,3684672408,6157668457,6157668457,6157668457,9842340866,compute,3680558328,6.157668457,1,1,1000000000000/6157668457,128000000000000/6157668457,20787.088634902124,4078000000000,312000000000000,8/7157,114512,1116492000/14583373,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,a100,2,256,15009316864,33554432,3842385117184,3688786487,12315336914,12315336914,12315336914,16004123402,compute,3680558328,12.315336914,1,1,500000000000/6157668457,128000000000000/6157668457,20787.088634902124,4078000000000,312000000000000,16/7157,114512,1116492000/14583373,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,0.5,1,15009316864,131072,15009316864,8960864439,15168587,8960864439,8960864439,8976033027,memory,8960786187,8.960864439,1,1,1000000000000/8960864439,1000000000000/8960864439,111.59637631027441,1675000000000,989500000000000,1/114512,114512,1133096240/1908181,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,0.5,2,15009316864,262144,30018633728,8960942691,30337174,8960942691,8960942691,8991279866,memory,8960786187,8.960942691,1,1,1000000000000/8960942691,2000000000000/8960942691,223.19080357569044,1675000000000,989500000000000,1/57256,114512,1133096240/1908181,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,0.5,4,15009316864,524288,60037267456,8961099195,60674348,8961099195,8961099195,9021773544,memory,8960786187,8.961099195,1,1,200000000000/1792219839,800000000000/1792219839,446.3738111761857,1675000000000,989500000000000,1/28628,114512,1133096240/1908181,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,0.5,8,15009316864,1048576,120074534912,8961412202,121348696,8961412202,8961412202,9082760900,memory,8960786187,8.961412202,1,1,500000000000/4480706101,4000000000000/4480706101,892.7164401850154,1675000000000,989500000000000,1/14314,114512,1133096240/1908181,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,0.5,16,15009316864,2097152,240149069824,8962038218,242697392,8962038218,8962038218,9204735611,memory,8960786187,8.962038218,1,1,500000000000/4481019109,8000000000000/4481019109,1785.3081643709634,1675000000000,989500000000000,1/7157,114512,1133096240/1908181,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,0.5,32,15009316864,4194304,480298139648,8963290249,485394784,8963290249,8963290249,9448685035,memory,8960786187,8.963290249,1,1,1000000000000/8963290249,32000000000000/8963290249,3570.1175696692535,1675000000000,989500000000000,2/7157,114512,1133096240/1908181,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,0.5,64,15009316864,8388608,960596279296,8965794311,970789569,8965794311,8965794311,9936583882,memory,8960786187,8.965794311,1,1,1000000000000/8965794311,64000000000000/8965794311,7138.240938840115,1675000000000,989500000000000,4/7157,114512,1133096240/1908181,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,0.5,128,15009316864,16777216,1921192558592,8970802435,1941579139,8970802435,8970802435,10912381576,memory,8960786187,8.970802435,1,1,200000000000/1794160487,25600000000000/1794160487,14268.511755492696,1675000000000,989500000000000,8/7157,114512,1133096240/1908181,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,0.5,256,15009316864,33554432,3842385117184,8980818684,3883158279,8980818684,8980818684,12863976964,memory,8960786187,8.980818684,1,1,250000000000/2245204671,64000000000000/2245204671,28505.19635321033,1675000000000,989500000000000,16/7157,114512,1133096240/1908181,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,h100,0.5,593,15009316864,77725696,8900524900352,9007189588,8994972107,9007189588,9007189588,18002161696,memory,8960786187,9.007189588,1,1,250000000000/2251797397,148250000000000/2251797397,65836.29601735435,1675000000000,989500000000000,593/114512,114512,1133096240/1908181,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,h100,0.5,594,15009316864,77856768,8915534217216,9007267840,9010140694,9010140694,9010140694,18017408535,compute,8960786187,9.010140694,1,1,500000000000/4505070347,297000000000000/4505070347,65925.7186067643,1675000000000,989500000000000,297/57256,114512,1133096240/1908181,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,1,1,15009316864,131072,15009316864,4480432219,15168587,4480432219,4480432219,4495600807,memory,4480393093,4.480432219,1,1,1000000000000/4480432219,1000000000000/4480432219,223.19275264545632,3350000000000,989500000000000,1/114512,114512,1133096240/3826257,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,1,2,15009316864,262144,30018633728,4480471345,30337174,4480471345,4480471345,4510808520,memory,4480393093,4.480471345,1,1,200000000000/896094269,400000000000/896094269,446.38160720119504,3350000000000,989500000000000,1/57256,114512,1133096240/3826257,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,1,4,15009316864,524288,60037267456,4480549597,60674348,4480549597,4480549597,4541223946,memory,4480393093,4.480549597,1,1,1000000000000/4480549597,4000000000000/4480549597,892.7476224519962,3350000000000,989500000000000,1/28628,114512,1133096240/3826257,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,1,8,15009316864,1048576,120074534912,4480706101,121348696,4480706101,4480706101,4602054798,memory,4480393093,4.480706101,1,1,1000000000000/4480706101,8000000000000/4480706101,1785.4328803700307,3350000000000,989500000000000,1/14314,114512,1133096240/3826257,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,1,16,15009316864,2097152,240149069824,4481019109,242697392,4481019109,4481019109,4723716502,memory,4480393093,4.481019109,1,1,1000000000000/4481019109,16000000000000/4481019109,3570.6163287419267,3350000000000,989500000000000,1/7157,114512,1133096240/3826257,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,1,32,15009316864,4194304,480298139648,4481645124,485394784,4481645124,4481645124,4967039910,memory,4480393093,4.481645124,1,1,250000000000/1120411281,8000000000000/1120411281,7140.235140135116,3350000000000,989500000000000,2/7157,114512,1133096240/3826257,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,1,64,15009316864,8388608,960596279296,4482897155,970789569,4482897155,4482897155,5453686726,memory,4480393093,4.482897155,1,1,200000000000/896579431,12800000000000/896579431,14276.481879272556,3350000000000,989500000000000,4/7157,114512,1133096240/3826257,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,1,128,15009316864,16777216,1921192558592,4485401217,1941579139,4485401217,4485401217,6426980358,memory,4480393093,4.485401217,1,1,1000000000000/4485401217,128000000000000/4485401217,28537.023514166493,3350000000000,989500000000000,8/7157,114512,1133096240/3826257,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,1,256,15009316864,33554432,3842385117184,4490409342,3883158279,4490409342,4490409342,8373567622,memory,4480393093,4.490409342,1,1,500000000000/2245204671,128000000000000/2245204671,57010.39270642066,3350000000000,989500000000000,16/7157,114512,1133096240/3826257,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,h100,1,296,15009316864,38797312,4442757791744,4491974380,4489901760,4491974380,4491974380,8981876142,memory,4480393093,4.49197438,1,1,50000000000/224598719,14800000000000/224598719,65895.30014193892,3350000000000,989500000000000,37/14314,114512,1133096240/3826257,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,h100,1,297,15009316864,38928384,4457767108608,4492013506,4505070347,4505070347,4505070347,8997083855,compute,4480393093,4.505070347,1,1,1000000000000/4505070347,297000000000000/4505070347,65925.7186067643,3350000000000,989500000000000,297/114512,114512,1133096240/3826257,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,2,1,15009316864,131072,15009316864,2240216109,15168587,2240216109,2240216109,2255384697,memory,2240196546,2.240216109,1,1,1000000000000/2240216109,1000000000000/2240216109,446.3855053905427,6700000000000,989500000000000,1/114512,114512,1133096240/7662409,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,2,2,15009316864,262144,30018633728,2240235672,30337174,2240235672,2240235672,2270572847,memory,2240196546,2.240235672,1,1,125000000000/280029459,250000000000/280029459,892.7632146016466,6700000000000,989500000000000,1/57256,114512,1133096240/7662409,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,2,4,15009316864,524288,60037267456,2240274798,60674348,2240274798,2240274798,2300949147,memory,2240196546,2.240274798,1,1,500000000000/1120137399,2000000000000/1120137399,1785.4952453024916,6700000000000,989500000000000,1/28628,114512,1133096240/7662409,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,2,8,15009316864,1048576,120074534912,2240353050,121348696,2240353050,2240353050,2361701747,memory,2240196546,2.24035305,1,1,20000000000/44807061,160000000000/44807061,3570.8657615370043,6700000000000,989500000000000,1/14314,114512,1133096240/7662409,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,2,16,15009316864,2097152,240149069824,2240509554,242697392,2240509554,2240509554,2483206948,memory,2240196546,2.240509554,1,1,500000000000/1120254777,8000000000000/1120254777,7141.2326590775165,6700000000000,989500000000000,1/7157,114512,1133096240/7662409,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,2,32,15009316864,4194304,480298139648,2240822562,485394784,2240822562,2240822562,2726217348,memory,2240196546,2.240822562,1,1,500000000000/1120411281,16000000000000/1120411281,14280.470280270232,6700000000000,989500000000000,2/7157,114512,1133096240/7662409,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,2,64,15009316864,8388608,960596279296,2241448577,970789569,2241448577,2241448577,3212238148,memory,2240196546,2.241448577,1,1,1000000000000/2241448577,64000000000000/2241448577,28552.963764914424,6700000000000,989500000000000,4/7157,114512,1133096240/7662409,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,2,128,15009316864,16777216,1921192558592,2242700608,1941579139,2242700608,2242700608,4184279749,memory,2240196546,2.242700608,1,1,15625000000/35042197,2000000000000/35042197,57074.04704105738,6700000000000,989500000000000,8/7157,114512,1133096240/7662409,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,h100,2,147,15009316864,19267584,2206369579008,2243072305,2229782293,2243072305,2243072305,4472854599,memory,2240196546,2.243072305,1,1,200000000000/448614461,29400000000000/448614461,65535.11434844273,6700000000000,989500000000000,147/114512,114512,1133096240/7662409,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,h100,2,148,15009316864,19398656,2221378895872,2243091868,2244950880,2244950880,2244950880,4488042749,compute,2240196546,2.24495088,1,1,6250000000/14030943,925000000000/14030943,65925.7186063688,6700000000000,989500000000000,37/28628,114512,1133096240/7662409,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h100,2,256,15009316864,33554432,3842385117184,2245204671,3883158279,3883158279,3883158279,6128362951,compute,2240196546,3.883158279,1,1,1000000000000/3883158279,256000000000000/3883158279,65925.71860499226,6700000000000,989500000000000,16/7157,114512,1133096240/7662409,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,0.5,1,15009316864,131072,15009316864,6253936640,15168587,6253936640,6253936640,6269105228,memory,6253882026,6.25393664,1,1,48828125/305368,48828125/305368,159.8992854523067,2400000000000,989500000000000,1/114512,114512,1133096240/2738393,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,0.5,2,15009316864,262144,30018633728,6253991253,30337174,6253991253,6253991253,6284328428,memory,6253882026,6.253991253,1,1,1000000000000/6253991253,2000000000000/6253991253,319.7957782624996,2400000000000,989500000000000,1/57256,114512,1133096240/2738393,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,0.5,4,15009316864,524288,60037267456,6254100480,60674348,6254100480,6254100480,6314774829,memory,6253882026,6.25410048,1,1,48828125/305376,48828125/76344,639.580386146914,2400000000000,989500000000000,1/28628,114512,1133096240/2738393,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,0.5,8,15009316864,1048576,120074534912,6254318933,121348696,6254318933,6254318933,6375667630,memory,6253882026,6.254318933,1,1,1000000000000/6254318933,8000000000000/6254318933,1279.1160933269919,2400000000000,989500000000000,1/14314,114512,1133096240/2738393,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,0.5,16,15009316864,2097152,240149069824,6254755840,242697392,6254755840,6254755840,6497453233,memory,6253882026,6.25475584,1,1,48828125/305408,48828125/19088,2558.0534891031016,2400000000000,989500000000000,1/7157,114512,1133096240/2738393,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,0.5,32,15009316864,4194304,480298139648,6255629653,485394784,6255629653,6255629653,6741024439,memory,6253882026,6.255629653,1,1,1000000000000/6255629653,32000000000000/6255629653,5115.3923385879825,2400000000000,989500000000000,2/7157,114512,1133096240/2738393,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,0.5,64,15009316864,8388608,960596279296,6257377280,970789569,6257377280,6257377280,7228166850,memory,6253882026,6.25737728,1,1,48828125/305536,48828125/4774,10227.927314620863,2400000000000,989500000000000,4/7157,114512,1133096240/2738393,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,0.5,128,15009316864,16777216,1921192558592,6260872533,1941579139,6260872533,6260872533,8202451673,memory,6253882026,6.260872533,1,1,1000000000000/6260872533,128000000000000/6260872533,20444.434753356447,2400000000000,989500000000000,8/7157,114512,1133096240/2738393,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,0.5,256,15009316864,33554432,3842385117184,6267863040,3883158279,6267863040,6267863040,10151021320,memory,6253882026,6.26786304,1,1,48828125/306048,97656250/2391,40843.26641572564,2400000000000,989500000000000,16/7157,114512,1133096240/2738393,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,h200,0.5,413,15009316864,54132736,6198847864832,6276437333,6264626442,6276437333,6276437333,12541063776,memory,6253882026,6.276437333,1,1,1000000000000/6276437333,413000000000000/6276437333,65801.66073331844,2400000000000,989500000000000,413/114512,114512,1133096240/2738393,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,h200,0.5,414,15009316864,54263808,6213857181696,6276491946,6279795029,6279795029,6279795029,12556286977,compute,6253882026,6.279795029,1,1,1000000000000/6279795029,414000000000000/6279795029,65925.71860835492,2400000000000,989500000000000,207/57256,114512,1133096240/2738393,at-or-above,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,1,1,15009316864,131072,15009316864,3126968320,15168587,3126968320,3126968320,3142136908,memory,3126941013,3.12696832,1,1,48828125/152684,48828125/152684,319.7985709046134,4800000000000,989500000000000,1/114512,114512,1133096240/5486681,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,1,2,15009316864,262144,30018633728,3126995626,30337174,3126995626,3126995626,3157332801,memory,3126941013,3.126995626,1,1,500000000000/1563497813,1000000000000/1563497813,639.5915566272686,4800000000000,989500000000000,1/57256,114512,1133096240/5486681,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,1,4,15009316864,524288,60037267456,3127050240,60674348,3127050240,3127050240,3187724589,memory,3126941013,3.12705024,1,1,48828125/152688,48828125/38172,1279.160772293828,4800000000000,989500000000000,1/28628,114512,1133096240/5486681,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,1,8,15009316864,1048576,120074534912,3127159466,121348696,3127159466,3127159466,3248508163,memory,3126941013,3.127159466,1,1,500000000000/1563579733,4000000000000/1563579733,2558.232187063018,4800000000000,989500000000000,1/14314,114512,1133096240/5486681,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,1,16,15009316864,2097152,240149069824,3127377920,242697392,3127377920,3127377920,3370075313,memory,3126941013,3.12737792,1,1,48828125/152704,48828125/9544,5116.106978206203,4800000000000,989500000000000,1/7157,114512,1133096240/5486681,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,1,32,15009316864,4194304,480298139648,3127814826,485394784,3127814826,3127814826,3613209612,memory,3126941013,3.127814826,1,1,500000000000/1563907413,16000000000000/1563907413,10230.784678811418,4800000000000,989500000000000,2/7157,114512,1133096240/5486681,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,1,64,15009316864,8388608,960596279296,3128688640,970789569,3128688640,3128688640,4099478210,memory,3126941013,3.12868864,1,1,48828125/152768,48828125/2387,20455.854629241727,4800000000000,989500000000000,4/7157,114512,1133096240/5486681,below,ROOFLINE,unchecked,unavailable,True
sweep,dense7b-tp1,1,h200,1,128,15009316864,16777216,1921192558592,3130436266,1941579139,3130436266,3130436266,5072015407,memory,3126941013,3.130436266,1,1,500000000000/1565218133,64000000000000/1565218133,40888.86951324375,4800000000000,989500000000000,8/7157,114512,1133096240/5486681,below,ROOFLINE,unchecked,unavailable,True
knee,dense7b-tp1,1,h200,1,206,15009316864,27000832,3091919273984,3132566186,3124728927,3132566186,3132566186,6257295115,memory,3126941013,3.132566186,1,1,500000000000/1566283093,103000000000000/1566283093,65760.78134299314,4800000000000,989500000000000,103/57256,114512,1133096240/5486681,below,ROOFLINE,unchecked,unavailable,True
